Average rainfall,x,y,address
0.695039416,70.75,25,"Chhachhro, ضلع تھرپارکر, سندھ, 69170, پاکستان"
0.650287387,71,25,"Husain Ka Tala, Sedwa Tehsil, Barmer District, Rajasthan, India"
0.737632349,71.25,25,"Kartiya, Sedwa Tehsil, Barmer District, Rajasthan, India"
0.716652398,71.5,25,"Chitalwana Tehsil, Jalore District, Rajasthan, India"
0.765147439,71.75,25,"Chitalwana Tehsil, Jalore District, Rajasthan, India"
0.926448917,72,25,"Sariyana, Bhinmal Tehsil, Jalore District, Rajasthan, India"
1.068863647,72.25,25,"Bhilon Ki Dhani, Joojani, Bhinmal Tehsil, Jalore District, Rajasthan, 343029, India"
1.433150313,72.5,25,"Kolar, Jaswantpura Tehsil, Jalore District, Rajasthan, 307803, India"
1.115606476,72.75,25,"Seuda, Sheoganj Tehsil, Sirohi District, Rajasthan, 307801, India"
0.99265659,73,25,"Choteela, Sheoganj Tehsil, Sirohi District, Rajasthan, India"
1.186744879,73.25,25,"Kundal, Bali Tehsil, Pali District, Rajasthan, India"
1.612962831,73.5,25,"Palasama, Gogunda Tehsil, Udaipur District, Rajasthan, India"
2.279812989,73.75,25,"Atatiya Majra Kandol, Shishoda Khurd, Nathdwara Tehsil, Rajsamand District, Rajasthan, India"
1.8668242,74,25,"Peepali Dodiyan, Railmagra Tehsil, Rajsamand District, Rajasthan, India"
1.948028227,74.25,25,"Mali Khera, Railmagra Tehsil, Rajsamand District, Rajasthan, India"
2.458120549,74.5,25,"Bhatwara Kalan, Banina, Gangrar Tehsil, Chittorgarh District, Rajasthan, India"
3.018444443,74.75,25,"Chopra Khera, Pal, Chittaurgarh Tehsil, Chittorgarh District, Rajasthan, India"
3.619195045,75,25,"Jainagar, Begun Tehsil, Chittorgarh District, Rajasthan, 312023, India"
2.737514486,75.25,25,"Kheda Moka Ka Dol, Kawai, Singoli Tehsil, Neemuch District, Madhya Pradesh, India"
2.682623895,75.5,25,"Bhoonjar Khurd, Rawatbhata Tehsil, Chittorgarh District, Rajasthan, 323304, India"
3.131857563,75.75,25,"Ladpura Tehsil, Kota District, Rajasthan, India"
3.453713268,76,25,"Seemalheri, Ladpura Tehsil, Kota District, Rajasthan, India"
3.89615963,76.25,25,"MDR88, Keelyaheri, Vinod Khurd, Sangod Tehsil, Kota District, Rajasthan, 325601, India"
3.876051656,76.5,25,"Bamli, Iklera, Baran Tehsil, Baran District, Rajasthan, India"
4.210027889,76.75,25,"Paraniya, Kishanganj Tehsil, Baran District, Rajasthan, India"
4.721745733,77,25,"Kali Talaiya, Bamori Tahsil, Guna District, Madhya Pradesh, India"
4.566527302,77.25,25,"Guna Tahsil, Guna District, Madhya Pradesh, India"
4.295651829,77.5,25,"Garak Husani, Badarwas Tahsil, Shivpuri District, Madhya Pradesh, India"
3.916012903,77.75,25,"Rinhay, Badarwas Tahsil, Shivpuri District, Madhya Pradesh, India"
3.275961931,78,25,"Haripur, Harthon, Khaniyadhana Tahsil, Shivpuri District, Madhya Pradesh, India"
2.870023571,78.25,25,"Nayogoon, Khaniyadhana Tahsil, Shivpuri District, Madhya Pradesh, India"
2.669271801,78.5,25,"Talbehat, Lalitpur District, Uttar Pradesh, 284126, India"
2.364777819,78.75,25,"Mohangarh Tahsil, Tikamgarh District, Madhya Pradesh, 472101, India"
2.160291732,79,25,"SH12, Bairwar Khas, Jatara Tahsil, Tikamgarh District, Madhya Pradesh, 472118, India"
2.807496815,79.25,25,"Karai, Palera Tahsil, Tikamgarh District, Madhya Pradesh, India"
2.477951701,79.5,25,"NH39, Mausahaniya, Nowgong Tahsil, Chhatarpur District, Madhya Pradesh, India"
2.434234048,79.75,25,"Nathpur, Maharajpur Tahsil, Chhatarpur District, Madhya Pradesh, 471500, India"
2.957126983,80,25,"Panchampur, Chandla Tahsil, Chhatarpur District, Madhya Pradesh, India"
1.847321326,80.25,25,"Beera, Ajaigarh Tahsil, Panna District, Madhya Pradesh, India"
2.799465843,80.5,25,"Kalinjar Fort Hill Road, Kalinjar, Naraini, Banda District, Uttar Pradesh, India"
4.321071957,80.75,25,"Jhari, Majhgawan Tahsil, Satna District, Madhya Pradesh, 485331, India"
3.760132306,81,25,"Karwi, Chitrakoot District, Uttar Pradesh, India"
2.926202396,81.25,25,"Jawa Tahsil, Rewa District, Madhya Pradesh, 486556, India"
3.440134784,81.5,25,"Lachhni, Mahuhatola, Jawa Tahsil, Rewa District, Madhya Pradesh, India"
3.115554969,81.75,25,"Teonthar Tahsil, Rewa District, Madhya Pradesh, India"
3.056443549,82,25,"Koraon, Prayagraj District, Uttar Pradesh, 212306, India"
3.096198401,82.25,25,"Koraon, Prayagraj District, Uttar Pradesh, India"
2.884302248,82.5,25,"Marihan, Mirzapur District, Uttar Pradesh, 231310, India"
2.686858477,82.75,25,"Chunar, Mirzapur District, Uttar Pradesh, 231209, India"
3.333915049,83,25,"Bairampur, Chunar, Mirzapur District, Uttar Pradesh, 231301, India"
3.601608911,83.25,25,"Chakia, Chandauli District, Uttar Pradesh, 232103, India"
3.073911115,83.5,25,"Chainpur, Kaimur District, Bihar, 821103, India"
3.076701417,83.75,25,"Bhabua, Kaimur District, Bihar, India"
3.039810467,84,25,"Sasaram, Rohtas District, Bihar, 821115, India"
3.26968831,84.25,25,"Dehri, Rohtas District, Bihar, India"
2.842595051,84.5,25,"Haspura, Aurangabad District, Bihar, 824115, India"
2.937633052,84.75,25,"Konch, Gaya District, Bihar, 824235, India"
4.59171795,85,25,"Belaganj, Gaya District, Bihar, 804403, India"
3.517599835,85.25,25,"Neem Chak Bathani, Gaya District, Bihar, 823311, India"
3.54024397,85.5,25,"Nardiganj, Nawada District, Bihar, India"
3.349362795,85.75,25,"Ariari, Sheikhpura District, Bihar, 803109, India"
3.204655328,86,25,"NH333A, Chewara, Sheikhpura District, Bihar, 811304, India"
3.137526761,86.25,25,"Barhat, Jamui District, Bihar, 811313, India"
2.827140637,86.5,25,"Kharagpur, Munger District, Bihar, India"
2.851553154,86.75,25,"Phulidumar, Banka District, Bihar, India"
2.971358001,87,25,"Rajaun, Banka District, Bihar, 813107, India"
3.818073563,87.25,25,"Mahāgama, Mahagama, Godda District, Jharkhand, 814154, India"
5.225544109,87.5,25,"Jitpur, Borio, Sahibganj District, Jharkhand, India"
3.735163431,87.75,25,"Bara Harchandpur, Tinpahār, Rajmahal, Sahibganj District, Jharkhand, India"
3.667534571,88,25,"English Bazar, Maldah District, West Bengal, 732211, India"
2.651512929,88.25,25,"Habibpur, Maldah District, West Bengal, 732124, India"
6.731308195,92.25,25,"কানাইঘাট, কানাইঘাট উপজেলা, সিলেট জেলা, সিলেট বিভাগ, বাংলাদেশ"
5.283584451,92.5,25,"Katigora, Cachar District, Assam, 788816, India"
5.119977592,92.75,25,"NH27, Silchar, Cachar District, Assam, India"
5.629552992,93,25,"Udarbond, Cachar District, Assam, India"
3.265914394,93.25,25,"Mahur, Dima Hasao District, Assam, 788830, India"
2.516678255,93.5,25,"Tamenglong, Tamenglong tehsil, Tamenglong District, Manipur, 795141, India"
2.45186047,93.75,25,"Tamenglong North, Tamenglong District, Manipur, 795125, India"
2.413850109,94,25,"Sawombung, Imphal East District, Manipur, 795118, India"
2.298065521,94.25,25,"NH202, Ukhrul tehsil, Ukhrul District, Manipur, India"
2.225260524,94.5,25,"Kamjong tehsil, Kamjong District, Manipur, India"
0.811528262,71,24.75,"نگر پارکر, ضلع تھرپارکر, سندھ, 69260, پاکستان"
0.827970241,71.25,24.75,"Kohliyon Ki Dhani, Khejariyali, Chitalwana Tehsil, Jalore District, Rajasthan, India"
0.928839361,71.5,24.75,"Naldhara, Chitalwana Tehsil, Jalore District, Rajasthan, India"
1.012068265,71.75,24.75,"Sanchor Ka Goliya, Sanchore, Sanchore Tehsil, Jalore District, Rajasthan, 343041, India"
1.116488379,72,24.75,"Lachhiwar, Teetop, Sanchore Tehsil, Jalore District, Rajasthan, India"
1.436673353,72.25,24.75,"Ratanpuriya, Raniwara Tehsil, Jalore District, Rajasthan, 343039, India"
1.889939255,72.5,24.75,"Amarpura, Reodar Tehsil, Sirohi District, Rajasthan, 307515, India"
1.466060862,72.75,24.75,"Krishanganj, Sirohi Tehsil, Sirohi District, Rajasthan, India"
1.693367471,73,24.75,"Nandiya, Pindwara Tehsil, Sirohi District, Rajasthan, 307019, India"
2.09654983,73.25,24.75,"Kotra Tehsil, Udaipur District, Rajasthan, India"
2.216173884,73.5,24.75,"Gogunda, Gogunda Tehsil, Udaipur District, Rajasthan, 313705, India"
2.269601458,73.75,24.75,"Dantela, Delwara, Nathdwara Tehsil, Rajsamand District, Rajasthan, 313202, India"
2.295535177,74,24.75,"NH162, Mavli, Mavli Tehsil, Udaipur District, Rajasthan, 313200, India"
2.766241289,74.25,24.75,"Jiwakhera, Kiron Ka Khera, Kapasan Tehsil, Chittorgarh District, Rajasthan, 312205, India"
2.962083811,74.5,24.75,"Nahargarh, Bhadesar Tehsil, Chittorgarh District, Rajasthan, India"
3.443014248,74.75,24.75,"Barsingh Ka Gurha, Chittaurgarh Tehsil, Chittorgarh District, Rajasthan, India"
3.672290183,75,24.75,"Dhareshwar, Nimbahera Tehsil, Chittorgarh District, Rajasthan, India"
3.15559074,75.25,24.75,"Laxmipura, Rawatbhata Tehsil, Chittorgarh District, Rajasthan, India"
2.982809248,75.5,24.75,"Chittauriya, Rawatbhata Tehsil, Chittorgarh District, Rajasthan, India"
3.278595206,75.75,24.75,"Bhanpura Tahsil, Mandsaur District, Madhya Pradesh, India"
3.338146894,76,24.75,"Sahrawada, Ramganj Mandi Tehsil, Kota District, Rajasthan, 326517, India"
3.26205991,76.25,24.75,"SH89, Harigarh, Khanpur Tehsil, Jhalawar District, Rajasthan, India"
3.469657251,76.5,24.75,"Rampuriya, Kanwariya, Atru Tehsil, Baran District, Rajasthan, India"
3.967198977,76.75,24.75,"Kawai, Atru Tehsil, Baran District, Rajasthan, India"
3.996616221,77,24.75,"Takodiya, Bamori Tahsil, Guna District, Madhya Pradesh, India"
4.282417637,77.25,24.75,"Makrawada, Guna Tahsil, Guna District, Madhya Pradesh, India"
3.969905889,77.5,24.75,"Padariya, Guna Tahsil, Guna District, Madhya Pradesh, India"
3.805180415,77.75,24.75,"Dahela, Isagarh Tahsil, Ashoknagar District, Madhya Pradesh, India"
3.743311473,78,24.75,"SH4, Maholi, Chanderi Tahsil, Ashoknagar District, Madhya Pradesh, India"
2.13772099,78.25,24.75,"Rajghat, Lalitpur Tehsil, Lalitpur District, Uttar Pradesh, India"
2.288324559,78.5,24.75,"Lalitpur, Lalitpur Tehsil, Lalitpur District, Uttar Pradesh, 284403, India"
2.138760646,78.75,24.75,"Mahroni Tehsil, Lalitpur District, Uttar Pradesh, India"
2.33501091,79,24.75,"Kachhiya Khera Khas, Ahar, Baldeogarh Tahsil, Tikamgarh District, Madhya Pradesh, India"
2.55733534,79.25,24.75,"Patti Baldeo Singh, Sarkar Khalsa, Baldeogarh Tahsil, Tikamgarh District, Madhya Pradesh, India"
2.451784392,79.5,24.75,"MD1617, Nayagaon, Hatawara, Bijawar Tahsil, Chhatarpur District, Madhya Pradesh, India"
2.4537197,79.75,24.75,"Didoniya, Rajnagar Tahsil, Chhatarpur District, Madhya Pradesh, 471105, India"
2.674515976,80,24.75,"Dhamna, Rajnagar Tahsil, Chhatarpur District, Madhya Pradesh, 471101, India"
2.309426822,80.25,24.75,"Kalyanpur, Pati, Panna Tahsil, Panna District, Madhya Pradesh, 488001, India"
2.501493258,80.5,24.75,"Kudiya, Nagod Tahsil, Satna District, Madhya Pradesh, 485447, India"
3.656772862,80.75,24.75,"Mauhar, Raghurajnagar Tahsil, Satna District, Madhya Pradesh, 485666, India"
3.505654281,81,24.75,"Bhatgawan, Kotar Tahsil, Satna District, Madhya Pradesh, India"
3.186148966,81.25,24.75,"Semaria Tahsil, Rewa District, Madhya Pradesh, India"
3.364441635,81.5,24.75,"Mangawan Tahsil, Rewa District, Madhya Pradesh, India"
4.217063117,81.75,24.75,"Naigarhi Tahsil, Rewa District, Madhya Pradesh, 486340, India"
4.066553475,82,24.75,"Hanumana Tahsil, Rewa District, Madhya Pradesh, India"
3.436310572,82.25,24.75,"Hanumana Tahsil, Rewa District, Madhya Pradesh, 486335, India"
3.161458433,82.5,24.75,"Lalganj, Mirzapur District, Uttar Pradesh, 231211, India"
3.281009402,82.75,24.75,"Ghorawal, Sonbhadra District, Uttar Pradesh, 231210, India"
3.407509211,83,24.75,"Robertsganj, Sonbhadra District, Uttar Pradesh, India"
3.336558285,83.25,24.75,"Chakia, Chandauli District, Uttar Pradesh, India"
3.13990981,83.5,24.75,"Adhaura, Kaimur District, Bihar, 821102, India"
3.255116278,83.75,24.75,"Adhaura, Kaimur District, Bihar, 821102, India"
3.214218171,84,24.75,"Rohtas, Rohtas District, Bihar, India"
3.59081877,84.25,24.75,"Nabinagar, Aurangabad District, Bihar, 824101, India"
3.769124775,84.5,24.75,"Aurangabad, Aurangabad District, Bihar, 824103, India"
4.071090381,84.75,24.75,"Guraru, Gaya District, Bihar, India"
4.061745804,85,24.75,"Gaya, Gaya Town C.D.Block, Gaya District, Bihar, 823001, India"
3.674927681,85.25,24.75,"Wazirganj, Gaya District, Bihar, 805131, India"
3.476063251,85.5,24.75,"SubCentre, Paijuna, NH20, Nawada, Nawada District, Bihar, 805126, India"
3.603941881,85.75,24.75,"MDR084, Khara Pahār Singh, Satgawan, Kodarma District, Jharkhand, India"
2.761366557,86,24.75,"MDR087, Kāripahri Mukdar, Tisri, Giridih District, Jharkhand, India"
2.843203454,86.25,24.75,"Sono, Jamui District, Bihar, 811314, India"
2.988072085,86.5,24.75,"Jhajha, Jamui District, Bihar, India"
2.85683948,86.75,24.75,"Katoria, Banka District, Bihar, India"
3.046152607,87,24.75,"Bausi, Banka District, Bihar, 813104, India"
3.057817093,87.25,24.75,"Godda, Godda District, Jharkhand, 814133, India"
3.154593919,87.5,24.75,"Litipara, Pakur District, Jharkhand, 816104, India"
3.580705409,87.75,24.75,"Bartola, Hiranpur, Pakur District, Jharkhand, India"
3.680203358,88,24.75,"Kaliachak - III, Maldah District, West Bengal, India"
6.616448921,92.25,24.75,"বড়লেখা, বড়লেখা উপজেলা, মৌলভীবাজার জেলা, সিলেট বিভাগ, 3250, বাংলাদেশ"
7.140676259,92.5,24.75,"Nilambazar, Karimganj District, Assam, 788701, India"
6.629670144,92.75,24.75,"Silchar, Cachar District, Assam, 788014, India"
6.45259145,93,24.75,"Lakhipur, Cachar District, Assam, 788103, India"
3.025167308,93.25,24.75,"Oinamlong, Tamenglong West, Tamenglong District, Manipur, India"
2.453194663,93.5,24.75,"Nungnang, Nungba, Noney District, Manipur, India"
2.471515796,93.75,24.75,"Saitu-Gamphazol, Kangpokpi District, Manipur, India"
2.441540241,94,24.75,"Taoramphai, Keirao Bitra, Imphal East District, Manipur, 975003, India"
2.415140236,94.25,24.75,"Chongdan, Kasom Khullen, Kamjong District, Manipur, India"
2.296112316,94.5,24.75,"Ramphoi, Kamjong tehsil, Kamjong District, Manipur, India"
0.823212022,68.75,24.5,"بدين, سندھ, 72200, پاکستان"
0.868115697,69.25,24.5,"ضلع تھرپارکر, سندھ, 69280, پاکستان"
0.926261787,69.5,24.5,"Turkiar, Diplo, ضلع تھرپارکر, سندھ, 69280, پاکستان"
1.307296939,70,24.5,"سندھ, 69240, پاکستان"
1.30345264,70.25,24.5,"سندھ, 69240, پاکستان"
1.104292227,70.5,24.5,"Bhaki, اسلام کوٹ, ضلع تھرپارکر, سندھ, 69240, پاکستان"
0.890810471,70.75,24.5,"نگر پارکر سڑک, اسلام کوٹ, ضلع تھرپارکر, سندھ, 69240, پاکستان"
0.921171545,71,24.5,"Border Road, Kutch District, Gujarat, India"
0.89291629,71.25,24.5,"Kutch District, Gujarat, India"
0.892220017,71.5,24.5,"Vav Taluka, Banaskantha District, Gujarat, India"
1.123610354,71.75,24.5,"Tharad Taluka, Banaskantha District, Gujarat, India"
1.297599603,72,24.5,"Dhanera, Dhanera Taluka, Banaskantha District, Gujarat, 385310, India"
1.397369318,72.25,24.5,"NH168, Dhanera Taluka, Banaskantha District, Gujarat, 385545, India"
1.5062606,72.5,24.5,"Bhatana, Reodar Tehsil, Sirohi District, Rajasthan, India"
1.713788565,72.75,24.5,"SH11, Ganka, Abu Road, Abu Road Tehsil, Sirohi District, Rajasthan, 307026, India"
2.24482978,73,24.5,"Abu Road Tehsil, Sirohi District, Rajasthan, India"
2.410253723,73.25,24.5,"Dara, Joona Padar, Kotra Tehsil, Udaipur District, Rajasthan, India"
2.323013708,73.5,24.5,"Dewas, Jhadol Tehsil, Udaipur District, Rajasthan, India"
2.305341718,73.75,24.5,"Udaipur, Girwa Tehsil, Udaipur District, Rajasthan, 313001, India"
2.70449874,74,24.5,"Bed, Girwa Tehsil, Udaipur District, Rajasthan, India"
2.998006961,74.25,24.5,"Garhi, Sarangpura, Vallabhnagar Tehsil, Udaipur District, Rajasthan, India"
3.295521789,74.5,24.5,"MDR196, Peend, Bari Sadri Tehsil, Chittorgarh District, Rajasthan, 312603, India"
3.525868742,74.75,24.5,"Daru, Neemuch Tehsil, Neemuch District, Madhya Pradesh, India"
3.677466653,75,24.5,"Pipalyanathawat, Neemuch Tehsil, Neemuch District, Madhya Pradesh, India"
3.598821895,75.25,24.5,"Ruppura, Manasa Tehsil, Neemuch District, Madhya Pradesh, 458116, India"
3.357788419,75.5,24.5,"Rampura, Rampura Tehsil, Neemuch District, Madhya Pradesh, 458118, India"
3.277470425,75.75,24.5,"Lotkhedi, Bhanpura Tahsil, Mandsaur District, Madhya Pradesh, 458775, India"
2.745389993,76,24.5,"Bhagwanpura, Pachpahar Tehsil, Jhalawar District, Rajasthan, 326501, India"
3.516928281,76.25,24.5,"SH89, Narsinghpura, Bar Bar, Bakani Tehsil, Jhalawar District, Rajasthan, 326003, India"
3.059222792,76.5,24.5,"Taraj, Khanpur Tehsil, Jhalawar District, Rajasthan, India"
3.677205285,76.75,24.5,"Kachnariya Kalan, Chhipabarod Tehsil, Baran District, Rajasthan, India"
3.870084373,77,24.5,"Telni, Chhabra Tehsil, Baran District, Rajasthan, India"
4.23040122,77.25,24.5,"Puraini, Purena, Raghogarh Tahsil, Guna District, Madhya Pradesh, India"
3.862428651,77.5,24.5,"Barmahu, Ashoknagar Tahsil, Ashoknagar District, Madhya Pradesh, India"
3.428635778,77.75,24.5,"Deharda, Ashoknagar Tahsil, Ashoknagar District, Madhya Pradesh, 473331, India"
3.00164844,78,24.5,"SH11, Chhitari, Banskhedi, Mungaoli Tahsil, Ashoknagar District, Madhya Pradesh, 473443, India"
2.314305482,78.25,24.5,"Devgarh, Lalitpur Tehsil, Lalitpur District, Uttar Pradesh, India"
2.184621349,78.5,24.5,"NH44, Amjharaghati, Mahroni Tehsil, Lalitpur District, Uttar Pradesh, 284406, India"
2.114769539,78.75,24.5,"Mahroni Tehsil, Lalitpur District, Uttar Pradesh, India"
2.191456695,79,24.5,"Badagaon, Tikamgarh Tahsil, Tikamgarh District, Madhya Pradesh, 472010, India"
2.310840815,79.25,24.5,"Madniwat, Bada Malhera Tahsil, Chhatarpur District, Madhya Pradesh, India"
2.384992692,79.5,24.5,"Bijawar Tahsil, Chhatarpur District, Madhya Pradesh, India"
2.435626715,79.75,24.5,"Kishangarn, Bijawar Tahsil, Chhatarpur District, Madhya Pradesh, India"
2.470595145,80,24.5,"Jetipura, Amanganj Tahsil, Panna District, Madhya Pradesh, India"
2.384999534,80.25,24.5,"Kachnara, Gunnor Tahsil, Panna District, Madhya Pradesh, 488058, India"
2.517934469,80.5,24.5,"NH943, Jaso, Nagod Tahsil, Satna District, Madhya Pradesh, 485551, India"
2.395174154,80.75,24.5,"Atara, Unchahara Tahsil, Satna District, Madhya Pradesh, India"
2.958826063,81,24.5,"Selahna, Rampur Baghelan Tahsil, Satna District, Madhya Pradesh, India"
3.087076608,81.25,24.5,"Rewa, Huzur Tahsil, Rewa District, Madhya Pradesh, 486001, India"
3.175378196,81.5,24.5,"Gurh, Gurh Tahsil, Rewa District, Madhya Pradesh, 486553, India"
3.765352294,81.75,24.5,"Mauganj Tahsil, Rewa District, Madhya Pradesh, India"
3.744137546,82,24.5,"Sihawal Tahsil, Sidhi District, Madhya Pradesh, India"
3.476811623,82.25,24.5,"Bahari Tahsil, Sidhi District, Madhya Pradesh, India"
3.202576763,82.5,24.5,"Chitrangi Tahsil, Singrauli District, Madhya Pradesh, India"
3.268881886,82.75,24.5,"Robertsganj, Sonbhadra District, Uttar Pradesh, India"
3.09849856,83,24.5,"Obra, Robertsganj, Sonbhadra District, Uttar Pradesh, 231205, India"
2.725628137,83.25,24.5,"Robertsganj, Sonbhadra District, Uttar Pradesh, India"
2.50512913,83.5,24.5,"Kuswānītola, Ketar, Garhwa District, Jharkhand, India"
2.914302379,83.75,24.5,"Bhawnathpur, Garhwa District, Jharkhand, India"
3.67216775,84,24.5,"MDR127, Bansībighā, Hussainabad (Japla), Hussainabad, Palamu District, Jharkhand, 822116, India"
3.442777456,84.25,24.5,"NH139, Hariharganj, Palamu District, Jharkhand, 822131, India"
3.426235976,84.5,24.5,"Imamganj, Gaya District, Bihar, India"
3.667928442,84.75,24.5,"Banke Bazar, Gaya District, Bihar, India"
4.2348252,85,24.5,"Barachatti, Gaya District, Bihar, 823201, India"
4.20526997,85.25,24.5,"Fatehpur, Gaya District, Bihar, 824232, India"
3.952523841,85.5,24.5,"Jarga, Koderma, Kodarma District, Jharkhand, India"
3.563519767,85.75,24.5,"Domchanch, Kodarma District, Jharkhand, 825407, India"
3.024434352,86,24.5,"Deori, Giridih District, Jharkhand, India"
3.083855102,86.25,24.5,"Chatro, Deori, Giridih District, Jharkhand, India"
3.142573895,86.5,24.5,"Chakai, Jamui District, Bihar, 814164, India"
3.856980134,86.75,24.5,"Mohanpur, Deoghar District, Jharkhand, 814122, India"
3.720054643,87,24.5,"Saraiyahat, Dumka District, Jharkhand, 814151, India"
3.993546222,87.25,24.5,"Ramgarh, Dumka District, Jharkhand, India"
2.17856749,87.5,24.5,"Gopikandar, Dumka District, Jharkhand, 814163, India"
3.994793549,87.75,24.5,"Chamorkhil, Maheshpur, Pakur District, Jharkhand, 816106, India"
3.507601568,88,24.5,"SubCentre, Banshabati, NH12, Suti - I, Murshidabad District, West Bengal, 731221, India"
3.225031742,88.25,24.5,"চাঁপাইনবাবগঞ্জ উপশহর Chapainawabganj Sub-City, নবাবগঞ্জ উপজেলা, চাঁপাইনবাবগঞ্জ জেলা, রাজশাহী বিভাগ, 6300, বাংলাদেশ"
2.795667781,88.5,24.5,"গোদাগাড়ী উপজেলা, রাজশাহী জেলা, রাজশাহী বিভাগ, 6290, বাংলাদেশ"
4.550209063,91.75,24.5,"মৌলভীবাজার, মৌলভীবাজার সদর উপজেলা, মৌলভীবাজার জেলা, সিলেট বিভাগ, 3200, বাংলাদেশ"
5.08648308,92,24.5,"কুলাউড়া, কুলাউড়া উপজেলা, মৌলভীবাজার জেলা, সিলেট বিভাগ, বাংলাদেশ"
5.74450271,92.25,24.5,"NH208A, Chandkhira, Patharkandi, Karimganj District, Assam, 788725, India"
6.572538384,92.5,24.5,"Dullabhcherra, Ramkrishna Nagar, Karimganj District, Assam, India"
6.547659073,92.75,24.5,"Vairengte, Bilkhawthlir, Kolasib District, Mizoram, 788114, India"
6.454391189,93,24.5,"Sonai, Cachar District, Assam, India"
3.53463323,93.25,24.5,"Thanlon, Pherzawl District, Manipur, India"
2.702292751,93.5,24.5,"Henglep, Henglep tehsil, Churachandpur District, Manipur, India"
2.556573331,93.75,24.5,"Moirang tehsil, Bishnupur tehsil, Bishnupur District, Manipur, India"
2.451922121,94,24.5,"NH137A, Kakching, Kakching tehsil, Kakching District, Manipur, 795103, India"
2.442969701,94.25,24.5,"Khongbung, Machi, Tengnoupal District, Manipur, India"
0.844918949,68.75,24.25,"سندھ, 73060, پاکستان"
0.879668822,69,24.25,"بدين, سندھ, 72200, پاکستان"
0.944442853,69.25,24.25,"Kutch District, Gujarat, India"
1.056970906,69.5,24.25,"Kutch District, Gujarat, India"
1.300575001,69.75,24.25,"ضلع تھرپارکر, سندھ, 69280, پاکستان"
1.355134863,70,24.25,"ضلع تھرپارکر, سندھ, 69280, پاکستان"
1.368038001,70.25,24.25,"Kutch District, Gujarat, India"
1.263447307,70.5,24.25,"Kutch District, Gujarat, India"
1.108846996,70.75,24.25,"نگر پارکر, ضلع تھرپارکر, سندھ, 69260, پاکستان"
0.995944982,71,24.25,"Kutch District, Gujarat, India"
0.895717658,71.25,24.25,"Kutch District, Gujarat, India"
0.900463663,71.5,24.25,"Vav Taluka, Banaskantha District, Gujarat, India"
0.995051208,71.75,24.25,"Deodar Taluka, Banaskantha District, Gujarat, 385330, India"
1.683383124,72,24.25,"Bhildi, Deesa Taluka, Banaskantha District, Gujarat, 385530, India"
1.679317833,72.25,24.25,"Deesa, Deesa Taluka, Banaskantha District, Gujarat, 385500, India"
1.961602942,72.5,24.25,"Palanpur Taluka, Banaskantha District, Gujarat, India"
2.112952319,72.75,24.25,"Amirgadh Taluka, Banaskantha District, Gujarat, India"
2.245950848,73,24.25,"Danta Taluka, Banaskantha District, Gujarat, 383270, India"
2.102242423,73.25,24.25,"Lohari, Kotra Tehsil, Udaipur District, Rajasthan, India"
1.931389716,73.5,24.25,"Beranpara, Balvi Baroliya, Jhadol Tehsil, Udaipur District, Rajasthan, India"
1.799892814,73.75,24.25,"Sarada Tehsil, Udaipur District, Rajasthan, India"
2.09026975,74,24.25,"Panikotra, Salumbar Tehsil, Udaipur District, Rajasthan, India"
2.88339689,74.25,24.25,"Dhamnia Khalsa, Lasadiya, Lasadiya Tehsil, Udaipur District, Rajasthan, India"
3.483126826,74.5,24.25,"Sitamata WLS, Bari Sadri Tehsil, Chittorgarh District, Rajasthan, India"
4.17052472,74.75,24.25,"Jiran Tehsil, Neemuch District, Madhya Pradesh, 458336, India"
3.824784686,75,24.25,"NH156, Mundi, Malhargarh Tahsil, Mandsaur District, Madhya Pradesh, 458339, India"
3.407940076,75.25,24.25,"Magrana, Malhargarh Tahsil, Mandsaur District, Madhya Pradesh, India"
3.507891431,75.5,24.25,"Barkheda Nayak, Shamgarh Tahsil, Mandsaur District, Madhya Pradesh, India"
3.525171236,75.75,24.25,"Kothada Khurd, Garoth Tahsil, Mandsaur District, Madhya Pradesh, India"
3.438221653,76,24.25,"Hemra, Sunel Tehsil, Jhalawar District, Rajasthan, India"
3.382168232,76.25,24.25,"SH89, Maheshpura, Bakani Tehsil, Jhalawar District, Rajasthan, 326022, India"
3.022568275,76.5,24.25,"Mangalpura, Aklera Tehsil, Jhalawar District, Rajasthan, 326039, India"
3.409716633,76.75,24.25,"SH37A, Jhiri, Manoharthana Tehsil, Jhalawar District, Rajasthan, India"
4.123263954,77,24.25,"Kulambeh, Chachaura Tahsil, Guna District, Madhya Pradesh, India"
4.083901994,77.25,24.25,"Laxmanpura, Maksoodangarh Tahsil, Guna District, Madhya Pradesh, India"
4.082906842,77.5,24.25,"Bishrampur, Sironj Tahsil, Vidisha District, Madhya Pradesh, India"
3.448140126,77.75,24.25,"Pardha, Sironj Tahsil, Vidisha District, Madhya Pradesh, India"
3.19116833,78,24.25,"Mungaoli Tahsil, Ashoknagar District, Madhya Pradesh, 473443, India"
3.207205152,78.25,24.25,"Kankher, Bina Tahsil, Sagar District, Madhya Pradesh, India"
2.497197517,78.5,24.25,"Malthon Tahsil, Sagar District, Madhya Pradesh, 470441, India"
2.288747617,78.75,24.25,"Mahroni Tehsil, Lalitpur District, Uttar Pradesh, India"
2.090539386,79,24.25,"Shahgarh Tahsil, Sagar District, Madhya Pradesh, India"
